,open,close,low,high,volume
2019/6/19 11:23,3741.58,3741.23,3740.56,3741.58,29117600
2019/6/19 11:24,3741.06,3740.45,3740.45,3741.4,23622400
2019/6/19 11:25,3741.15,3740.63,3740.57,3741.34,28912000
2019/6/19 11:26,3740.92,3740.81,3740.47,3741.51,28304000
2019/6/19 11:27,3740.77,3740.26,3740.24,3741.1,26182400
2019/6/19 11:28,3740.37,3740.51,3739.63,3740.84,27473600
2019/6/19 11:29,3740.37,3740.72,3739.95,3741.11,25709600
2019/6/19 11:30,3740.99,3741.26,3740.77,3741.74,35056000
2019/6/19 13:01,3741.26,3744.26,3741.26,3744.41,88274400
2019/6/19 13:02,3743.9,3744.09,3743.53,3744.39,30273600
2019/6/19 13:03,3743.93,3743.53,3743.53,3744.26,27720000
2019/6/19 13:04,3743.82,3742.62,3742.62,3744.04,29972800
2019/6/19 13:05,3742.77,3742.22,3742.17,3742.77,31417600
2019/6/19 13:06,3741.97,3742.31,3741.57,3742.63,27603200
2019/6/19 13:07,3741.95,3741.36,3741.14,3742.51,39304800
2019/6/19 13:08,3742.44,3741.49,3741.49,3742.44,26351200
2019/6/19 13:09,3741.55,3740.92,3740.84,3741.71,25545600
2019/6/19 13:10,3741.17,3740.52,3740.52,3741.48,23252800
2019/6/19 13:11,3740.58,3740.26,3740.11,3740.66,21219200
2019/6/19 13:12,3740.47,3742.49,3740.47,3742.6,36880000
2019/6/19 13:13,3742.83,3743.72,3742.72,3743.72,60197600
2019/6/19 13:14,3743.3,3744.12,3743.3,3744.41,45024000
2019/6/19 13:15,3744.17,3744.61,3744.17,3744.95,35408800
2019/6/19 13:16,3744.8,3745.75,3744.39,3745.81,35953600
2019/6/19 13:17,3745.56,3746.04,3745.56,3746.26,35395200
2019/6/19 13:18,3746.1,3746.05,3745.5,3746.33,36459200
2019/6/19 13:19,3745.97,3745.31,3745.07,3745.97,32385600
2019/6/19 13:20,3745.33,3745.4,3744.94,3745.6,45630400
2019/6/19 13:21,3745.5,3746.26,3745.28,3746.73,40206400
2019/6/19 13:22,3746.31,3748.14,3746.31,3748.41,57682400
2019/6/19 13:23,3748.49,3747.58,3747.58,3749.14,40412000
2019/6/19 13:24,3748.5,3748.68,3748.26,3748.94,33181600
2019/6/19 13:25,3748.43,3747.63,3747.63,3748.61,34809600
2019/6/19 13:26,3748.15,3745.1,3745.1,3748.15,41492000
2019/6/19 13:27,3744.85,3744.69,3744.69,3745.33,32947200
2019/6/19 13:28,3744.82,3745.19,3743.83,3745.2,28604000
2019/6/19 13:29,3745.14,3745.48,3744.48,3745.5,26348000
2019/6/19 13:30,3744.87,3744.83,3744.57,3745.34,26649600
2019/6/19 13:31,3744.72,3744.6,3744.38,3744.75,24737600
2019/6/19 13:32,3744.26,3743.85,3743.85,3744.63,26945600
2019/6/19 13:33,3744.07,3743.49,3743.21,3744.07,25052800
2019/6/19 13:34,3743.26,3742.99,3742.46,3743.54,23493600
2019/6/19 13:35,3742.89,3742.07,3741.95,3743.1,22811200
2019/6/19 13:36,3741.59,3739.66,3739.4,3741.83,31973600
2019/6/19 13:37,3739.67,3739.35,3739,3739.76,25744800
2019/6/19 13:38,3739.38,3738.49,3737.28,3739.43,32884000
2019/6/19 13:39,3737.98,3735.85,3735.85,3738.53,41562400
2019/6/19 13:40,3735.56,3736.69,3735.06,3736.76,32696800
2019/6/19 13:41,3736.22,3736.83,3736.22,3737.1,26166400
2019/6/19 13:42,3736.88,3737.21,3736.23,3737.31,23423200
2019/6/19 13:43,3737.4,3737.08,3736.63,3737.43,21771200
2019/6/19 13:44,3736.87,3735.64,3735.64,3737.1,25290400
2019/6/19 13:45,3736.7,3736.95,3735.67,3736.98,25088000
2019/6/19 13:46,3737.08,3737.08,3736.58,3737.08,22370400
2019/6/19 13:47,3736.92,3737.83,3736.91,3737.83,26371200
2019/6/19 13:48,3737.28,3737.34,3735.81,3737.74,31128800
2019/6/19 13:49,3737.36,3737.7,3736.91,3737.7,26191200
2019/6/19 13:50,3737.7,3737.59,3737.13,3737.84,28384800
2019/6/19 13:51,3737.42,3736.66,3736.24,3737.81,26175200
2019/6/19 13:52,3735.2,3735.89,3735.04,3735.89,33253600
2019/6/19 13:53,3735.15,3736.46,3735.05,3736.46,31367200
2019/6/19 13:54,3736.31,3736.26,3735.86,3736.51,29623200
2019/6/19 13:55,3736.59,3733.91,3733.91,3736.59,29957600
2019/6/19 13:56,3733.42,3733.93,3733.28,3734.13,33521600
2019/6/19 13:57,3733.74,3733.7,3733.14,3733.89,27332800
2019/6/19 13:58,3733.46,3734.09,3733.13,3734.09,29252000
2019/6/19 13:59,3733.91,3734.06,3733.5,3734.11,27501600
2019/6/19 14:00,3733.92,3733.9,3733.09,3733.92,24858400
2019/6/19 14:01,3734.23,3733.86,3733.5,3734.23,23532000
2019/6/19 14:02,3733.84,3733.72,3733.2,3733.84,28512000
2019/6/19 14:03,3733.58,3732.4,3731.81,3733.58,31572000
2019/6/19 14:04,3732.09,3731.8,3730.86,3732.09,33737600
2019/6/19 14:05,3731.43,3731.39,3730.68,3731.44,38355200
2019/6/19 14:06,3731.16,3730.56,3729.44,3731.16,37307200
2019/6/19 14:07,3730.26,3730.44,3728.55,3730.44,35737600
2019/6/19 14:08,3730.12,3731.67,3729.73,3731.67,35695200
2019/6/19 14:09,3731.54,3732.55,3731.19,3732.55,32518400
2019/6/19 14:10,3732.29,3732.42,3731.65,3732.42,26807200
2019/6/19 14:11,3732.57,3732.57,3732.25,3732.87,27489600
2019/6/19 14:12,3733.01,3732.15,3732.15,3733.01,25816800
2019/6/19 14:13,3732.78,3732.5,3731.66,3732.78,25594400
2019/6/19 14:14,3732.57,3732.34,3732.18,3732.74,26172800
2019/6/19 14:15,3732.49,3731.65,3731.48,3732.49,27263200
2019/6/19 14:16,3731.92,3731.35,3731.01,3731.92,29456000
2019/6/19 14:17,3731.71,3730.82,3730.79,3731.71,25194400
2019/6/19 14:18,3731.1,3729.79,3729.69,3731.1,31443200
2019/6/19 14:19,3730.29,3729.32,3729.32,3730.29,28841600
2019/6/19 14:20,3729.55,3729.26,3729.14,3729.67,31536800
2019/6/19 14:21,3729.71,3728.2,3728.2,3729.71,29905600
2019/6/19 14:22,3728.98,3727.62,3727.61,3728.98,33636800
2019/6/19 14:23,3727.48,3725.44,3725.06,3727.48,50561600
2019/6/19 14:24,3725.48,3724.71,3724.37,3725.48,40899200
2019/6/19 14:25,3724.78,3724.21,3723.78,3724.78,40596000
2019/6/19 14:26,3724.53,3724.04,3724.04,3724.66,32095200
2019/6/19 14:27,3724,3724.13,3723.76,3724.27,29117600
2019/6/19 14:28,3724.29,3724.17,3724.06,3724.42,32046400
2019/6/19 14:29,3724.52,3723.02,3723.02,3724.52,29053600
2019/6/19 14:30,3723.18,3722.13,3721.44,3723.18,36529600
2019/6/19 14:31,3722.21,3722.41,3721.62,3722.41,38920000
2019/6/19 14:32,3722.59,3723.62,3722.42,3723.62,35205600
2019/6/19 14:33,3723.77,3724.86,3723.77,3725.23,35016000
2019/6/19 14:34,3724.97,3725.29,3724.97,3725.52,30482400
2019/6/19 14:35,3725.4,3725.21,3724.92,3725.7,29413600
2019/6/19 14:36,3725.1,3724.57,3724.06,3725.7,34318400
2019/6/19 14:37,3724.07,3722.79,3722.36,3724.07,37960000
2019/6/19 14:38,3723.09,3721.05,3720.24,3723.09,53153600
2019/6/19 14:39,3720.96,3720.02,3720.01,3721.36,46492800
2019/6/19 14:40,3719.94,3718.61,3718.61,3719.94,43265600
2019/6/19 14:41,3718.68,3718.13,3718.12,3718.86,45883200
2019/6/19 14:42,3718.19,3717.92,3717.92,3718.79,42517600
2019/6/19 14:43,3718.15,3718.46,3717.86,3718.57,42517600
2019/6/19 14:44,3718.43,3718.18,3718.18,3718.62,46223200
2019/6/19 14:45,3718.03,3717.19,3717.12,3718.35,49036000
2019/6/19 14:46,3717.37,3715.75,3715.69,3717.37,51675200
2019/6/19 14:47,3715.62,3715.7,3715.13,3715.95,49532000
